centroid-0,centroid-1,axis_major_length,axis_minor_length,area,perimeter,circularity,maskNumber,skewness,Intensity,ImageOrigin,centroid_row_px,centroid_col_px,centroid_x_m,centroid_y_m,major_m,minor_m,area_m2,diameter_m,ParticleID,global_x_m,global_y_m,sample_x_m,sample_y_m
1018.898969072165,1352.2,25.863316645983907,23.95272341041654,485.0,80.18376618407356,0.9479353099116792,9,1.0797651775470547,0.9326448248570696,Caleb August27_y_0.00534605810575_x_-0.004877146381,1018.898969072165,1352.2,7.042708333333333e-05,5.306765463917526e-05,1.3470477419783284e-06,1.2475376776258611e-06,1.3156467013888886e-12,1.296338231974512e-06,14,-0.004831719297666667,0.005399125744764174,0.002107399250295233,-0.0011864593159022598
315.7989179440938,1557.009918845807,40.3307249006604,35.44275638563508,1109.0,123.9827560572969,0.9066065194145848,11,1.1379116359303931,0.9062634421644932,Caleb August27_y_0.00534605810575_x_-0.004877146381,315.7989179440938,1557.009918845807,8.109426660655245e-05,1.6447860309588217e-05,2.100558588576062e-06,1.84597689508516e-06,3.0083550347222216e-12,1.9691578457005687e-06,15,-0.004821052114393448,0.005362505950434588,0.002117715980367236,-0.0012231793814842695
50.03001792114696,470.125,54.63266250955471,52.15620211109293,2232.0,175.92388155425118,0.9062634331243578,12,1.0474816090555616,0.7307782119300789,Caleb August27_y_0.00534605810575_x_-0.004877146381,50.03001792114696,470.125,2.448567708333333e-05,2.605730100059737e-06,2.8454511723726407e-06,2.7164688599527566e-06,6.054687499999999e-12,2.780212132601817e-06,16,-0.004877660703916667,0.005348663820225059,0.002060977690253857,-0.0012364798856685448
80.0010729613734,1087.2092274678112,35.488079973821534,33.5291627705593,932.0,112.5685424949238,0.9242547482017855,14,1.05842428028004,0.8877540202690006,Caleb August27_y_0.00534605810575_x_-0.004877146381,80.0010729613734,1087.2092274678112,5.662548059728182e-05,4.166722550071531e-06,1.848337498636538e-06,1.74631056096663e-06,2.528211805555555e-12,1.7965999259990052e-06,17,-0.004845520900402718,0.005350224812675071,0.0020931309440558672,-0.0012352261164362964
310.58323207776425,884.1573511543135,47.931493224380255,43.88280353168041,1646.0,150.61017305526642,0.9118661196638248,16,1.0922614182974195,0.7448177836252605,Caleb August27_y_0.00534605810575_x_-0.004877146381,310.58323207776425,884.1573511543135,4.6049862039287154e-05,1.617621000405022e-05,2.4964319387698047e-06,2.285562683941688e-06,4.465060763888888e-12,2.388671530841456e-06,18,-0.004856096518960713,0.00536223430012905,0.0020826705800706916,-0.0012231161089181688
70.7022988505747,504.1816091954023,34.421583873323506,32.349593412993826,870.0,109.1543289325507,0.9175868660887,21,1.0640499691565652,0.7779845941653202,Caleb August27_y_0.00534605810575_x_-0.004877146381,70.7022988505747,504.1816091954023,2.625945881226053e-05,3.6824113984674327e-06,1.792790826735599e-06,1.6848746569267615e-06,2.3600260416666664e-12,1.7379953478469348e-06,19,-0.00487588692218774,0.005349740501523466,0.0020627616805494386,-0.0012354202051197527
712.182320441989,1055.6537753222835,26.713336086260025,25.93545246653749,543.0,84.66904755831214,0.9518320950023338,22,1.029993061456174,0.93243984641903,Caleb August27_y_0.00534605810575_x_-0.004877146381,712.182320441989,1055.6537753222835,5.498196746470226e-05,3.709282918968693e-05,1.3913195878260428e-06,1.3508048159654942e-06,1.4729817708333332e-12,1.3709125427183691e-06,20,-0.004847164413535298,0.005383150919314687,0.0020918021724085976,-0.0012022858067873314
413.1249305941144,1175.1188228761798,51.07773131615736,44.93185734693818,1801.0,157.53910524340094,0.9118991854670024,23,1.1367821036589751,0.842569514100585,Caleb August27_y_0.00534605810575_x_-0.004877146381,413.1249305941144,1175.1188228761798,6.120410535813436e-05,2.1516923468443457e-05,2.6602985060498623e-06,2.3402009034863634e-06,4.88552517361111e-12,2.4951218341799084e-06,21,-0.004840942275641866,0.005367575013593443,0.002097875171185665,-0.0012179204645979681
465.4418367346939,120.68061224489796,37.18865648161304,33.71627133582596,980.0,115.39696961967,0.924798531260901,30,1.1029884091037498,0.8627917347358071,Caleb August27_y_0.00534605810575_x_-0.004877146381,465.4418367346939,120.68061224489796,6.285448554421768e-06,2.424176232993197e-05,1.9369091917506787e-06,1.756055798740935e-06,2.6584201388888883e-12,1.8442669594742503e-06,22,-0.004895860932445578,0.0053702998524549315,0.002042985062930211,-0.0012146709065280834
410.6457204767064,1367.5503791982665,35.932789426144154,32.763231906787865,923.0,111.39696961967,0.9346840068695648,38,1.096741296108203,0.873233260275606,Caleb August27_y_0.00534605810575_x_-0.004877146381,410.6457204767064,1367.5503791982665,7.12265822499097e-05,2.138779794149513e-05,1.8714994492783408e-06,1.7064183284785343e-06,2.5037977430555552e-12,1.7870537098772503e-06,23,-0.004830919798750091,0.005367445888066495,0.0021078959563637775,-0.0012181453664921423
